site,year,month_year,date,patch,plot,subplot,PIUV_less5cmDBH_total,PIUV_less130cm_total,PIUV_5to130_total,PIUV_less5cm,PIUV_greatequal5cm,PIUV_5to30cm,PIUV_31to130cm,PIUV_great130cm,soil_to40cm,soil2,nst_height_m,nst_dist_m,nst_dir,stpres_5m,stmh_5m,cnt_stmh_5m,stpres_10m,stmh_10m,cnt_stmh_10m,stpres_20m,stmh_20m,cnt_stmh_20m,light_cond,par_time,par0.3,par1.3,dwt1,dwt2,dwt3,dwt_eqgreat0,pool_pres,pool,bare_ground,litter,wood,trunk,Dicran,Sphagnum,om,cush_spp,sub_dom,NMDS_axis1,NMDS_axis2,NMDS_axis3,OS_less30cm,OS_31to130,OS_great130cm,OS_total,Plot_PIUVcnt,logpar0.3_resid,logpar1.3_resid,logparratio_resid,subNMDS_a1,subNMDS_a2,subNMDS_a3,us_emshr,us_shrubs,us_trees
RMB,2017,17-Jan,1/15/2017,Bog,B01,B0101,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,1,1 to 2,1 to 2,1,1 to 2,1 to 2,1,1 to 2,6 to 12,OC,9:42:00,867,1027,27,25,22,0,0,0,0,1,0,0,0,100,0,0,Sphagnum,-0.7814,-0.4285,0.7005,18,12,1,31,0,0.078745377,0.187340606,0.066671865,1.2303,0.73233,0.07156,11.5,1.5,1.5
RMB,2017,17-Jan,1/15/2017,Bog,B01,B0102,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,1,less than 1,1 to 2,1,less than 1,1 to 2,1,1 to 2,6 to 12,OC,11:47:00,1244,796,-5,20,25,1,1,20,0,1,0,0,0,45,1,35,Sphagnum-cush,-1.1655,-0.1399,-0.0018,0,0,0,0,0,-0.00324039,-0.174489517,-0.200786794,1.1374,-0.3144,0.22002,41.0,35.5,0.5
RMB,2017,17-Jan,1/15/2017,Bog,B01,B0103,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,1,1 to 2,1 to 2,1,1 to 2,1 to 2,1,1 to 2,6 to 12,OC,12:44:00,1448,1485,28,17,-5,1,1,35,0,1,0,0,0,20,35,10,Other moss-Sphagnum-cush,-0.966,-0.286,-0.2672,1,0,0,1,0,0.001643841,0.031073063,0.004078411,0.3516,-0.57565,-0.15189,27.0,15.5,1
RMB,2017,17-Jan,1/15/2017,Bog,B01,B0104,3,3,3,0,3,3,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,less than 1,1 to 2,1,1 to 2,6 to 12,OC,13:44:00,1350,1399,10,22,11,0,1,5,0,1,0,0,0,20,15,55,Cush-Sphagnum,-1.1129,0.0275,-0.3677,8,1,0,9,0,-0.044483855,-0.012964371,0.008604465,0.7191,-0.65041,0.69361,51.5,35.5,1.5
RMB,2017,17-Jan,1/24/2017,Bog,B02,B0201,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,1 to 2,NA,1,1 to 2,NA,"OC, PS",11:35:00,1027,1048,1,9,12,0,1,50,0,1,0,0,1,1,55,40,Other moss-cush,-0.6501,-0.2024,-1.1444,44,0,0,44,0,0.184665149,0.111257143,-0.060156243,-0.0473,-0.80461,-0.00173,21.5,11.0,0.5
RMB,2017,17-Jan,1/24/2017,Bog,B02,B0202,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,1 to 2,NA,1,1 to 2,NA,"OC, PS",11:40:00,468,528,3,5,14,0,1,5,0,1,0,0,0,60,45,35,Sphagnum-other moss,-0.8802,-0.3973,0.1893,1,2,0,3,0,-0.156659442,-0.186470218,-0.016559013,0.559,0.02549,0.44642,47.5,31.0,5
RMB,2017,17-Jan,1/24/2017,Bog,B02,B0203,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,NA,NA,NA,0,none,none,0,none,none,1,1 to 2,NA,"OC, PS",12:06:00,642,1037,35,37,36,0,0,0,0,5,0,0,0,100,1,0,Sphagnum,-0.6726,-0.406,0.4281,20,17,0,37,0,-0.019370267,0.106674616,0.139296646,1.1435,0.71771,0.09263,81.0,55.0,25
RMB,2017,17-Jan,1/24/2017,Bog,B02,B0204,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,1 to 2,NA,1,1 to 2,NA,"OC, PS",10:53:00,513,598,28,36,26,0,1,1,0,1,0,0,0,100,1,0,Sphagnum,-0.9392,-0.3807,0.5661,5,0,0,5,0,-0.014514337,-0.024476775,-0.002363263,1.2067,0.69537,0.0832,22.5,16.0,0.5
RMB,2017,17-Jan,1/29/2017,Bog,B03,B0301,3,3,2,1,2,1,1,0,Peat,Peat,NA,NA,NA,1,less than 1,1 to 2,1,less than 1,1 to 2,1,3 to 5,1 to 2,"OC, PS",11:19:00,1005,975,7,11,12,0,1,1,0,1,0,0,0,5,1,100,Cush,-1.1807,0.2421,-0.8144,12,0,0,12,0,0.005956217,-0.032126695,-0.049331203,0.6746,-0.99419,1.06723,47.0,45.5,0.5
RMB,2017,17-Jan,1/29/2017,Bog,B03,B0302,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,less than 1,1 to 2,1,3 to 5,1 to 2,"OC, PS",11:18:00,1116,1095,12,14,3,0,1,1,0,1,0,0,0,1,1,100,Cush,-1.129,0.3923,-0.938,17,0,0,17,0,0.05145435,0.018282809,-0.044419833,0.634,-1.01808,1.10172,47.5,45.5,0.5
RMB,2017,17-Jan,1/29/2017,Bog,B03,B0303,1,1,1,0,1,0,1,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,1,3 to 5,1 to 2,"OC, PS",11:16:00,935,1118,-2,-2,13,1,1,10,0,5,0,0,0,50,5,45,Sphagnum-cush,-0.8621,0.0123,0.0173,8,16,0,24,0,-0.025398234,0.027310493,0.041460435,1.046,-0.17145,0.44776,42.0,30.5,10.5
RMB,2017,17-Jan,1/29/2017,Bog,B03,B0304,2,2,0,2,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,less than 1,1 to 2,1,3 to 5,1 to 2,"OC, PS",11:14:00,1002,1111,6,-4,23,1,1,35,0,1,0,0,0,60,25,20,Sphagnum-other moss,-1.1361,-0.1305,0.2192,14,2,1,17,0,0.004657877,0.024582748,0.00867658,0.7876,-0.15187,-0.01919,47.5,26.0,10
RMB,2017,17-Jan,1/29/2017,Bog,B04,B0401,1,1,1,0,1,1,0,0,Peat,Peat,NA,NA,NA,1,less than 1,1 to 2,0,none,none,0,none,none,OC,13:37:00,418,483,-4,-8,-5,1,1,65,0,5,0,0,0,1,60,20,Other moss-cush,-0.4181,0.6549,-0.4367,1,0,0,1,0,-0.080823101,-0.049017483,0.022878253,-0.1502,-0.6928,-0.22048,51.0,10.0,20
RMB,2017,17-Jan,1/29/2017,Bog,B04,B0402,1,1,0,1,0,0,0,0,Peat,Peat,NA,NA,NA,1,less than 1,1 to 2,0,none,none,0,none,none,OC,13:41:00,529,573,1,-5,11,1,1,70,0,1,0,0,0,1,45,30,Other moss-cush,-0.4853,-0.5407,-1.1952,10,13,0,23,0,0.021456289,0.025190008,-0.005193646,0.0373,-0.89435,-0.22563,11.0,5.0,1.5
RMB,2017,17-Jan,1/29/2017,Bog,B04,B0403,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,less than 1,1 to 2,0,none,none,OC,13:52:00,531,556,-7,-15,-6,1,1,65,0,5,0,0,0,0,35,0,Other moss,-1.5499,0.6223,-0.2986,3,0,0,3,0,0.023095138,0.012110177,-0.019912325,-0.0156,-0.76562,-0.53451,40.0,10.0,0.5
RMB,2017,17-Jan,1/29/2017,Bog,B04,B0404,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,1,less than 1,1 to 2,0,none,none,OC,13:59:00,522,534,0,-5,-1,1,1,50,0,10,0,0,0,0,80,0,Other moss,-1.5672,0.7453,-0.2365,1,0,0,1,0,0.01567112,-0.005423357,-0.030021842,-0.4062,-0.4324,-0.17979,65.5,10.0,0.5
RMB,2017,17-Feb,2/4/2017,Bog,B05,B0501,5,5,5,0,5,0,5,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,1,3 to 5,1 to 2,Sun,11:31:00,877,1009,10,13,12,0,1,5,0,5,0,0,1,25,5,85,Cush,-0.5859,0.4762,0.0321,3,18,3,24,0,-0.029347882,-0.02826847,0.005177299,0.8542,-0.61109,0.79324,36.0,10.5,45.5
RMB,2017,17-Feb,2/4/2017,Bog,B05,B0502,3,3,3,0,3,1,2,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,1,3 to 5,1 to 2,Sun,11:37:00,631,1054,22,10,27,0,1,1,0,10,0,0,1,0,10,90,Cush,-0.5179,0.8539,-0.1571,1,33,1,35,0,-0.172318116,-0.009319025,0.167096977,0.4113,-0.83949,1.06935,76.0,55.5,60.5
RMB,2017,17-Feb,2/4/2017,Bog,B05,B0503,2,2,2,0,2,2,0,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,1,3 to 5,1 to 2,Sun,11:40:00,1231,1130,-1,-1,-2,1,1,50,0,1,0,0,0,5,10,90,Cush,-1.1798,0.1727,-0.8472,2,0,0,2,0,0.117910577,0.020918808,-0.092893884,0.5919,-1.12829,0.23415,61.5,55.5,0.5
RMB,2017,17-Feb,2/4/2017,Bog,B05,B0504,1,1,1,0,1,1,0,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,1,3 to 5,1 to 2,Sun,11:46:00,1142,1112,-1,8,1,1,1,40,0,10,0,0,0,10,30,65,Cush,-0.6444,0.3632,-0.292,0,11,0,11,0,0.085318628,0.013945151,-0.067275591,0.3357,-0.8096,0.25294,51.5,30.5,25.5
RMB,2017,17-Feb,2/4/2017,Bog,B06,B0601,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,0,none,none,Sun,12:17:00,1234,1173,7,13,5,0,1,25,0,10,0,0,0,20,5,60,Cush,-0.7732,0.0395,-0.2847,7,9,0,16,0,0.059932449,0.004314996,-0.062299251,0.7746,-0.7371,0.39249,46.0,25.5,10.5
RMB,2017,17-Feb,2/4/2017,Bog,B06,B0602,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,0,none,none,Sun,12:19:00,1153,1195,4,23,26,0,1,15,0,1,0,0,0,75,1,25,Sphagnum,-1.0154,-0.2094,0.3018,11,1,0,12,0,0.030446596,0.01238489,-0.024743505,1.2022,0.13892,0.1918,37.0,26.0,1
RMB,2017,17-Feb,2/4/2017,Bog,B06,B0603,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,0,none,none,Sun,12:21:00,867,1028,-3,3,14,1,1,5,0,10,0,0,0,5,30,10,Other moss-cush-litter,-0.1878,0.7082,0.307,0,13,49,62,0,-0.093363613,-0.052989901,0.033691914,-0.0052,-0.28611,0.85411,16.0,5.0,80
RMB,2017,17-Feb,2/4/2017,Bog,B06,B0604,0,0,0,0,0,0,0,0,Peat,Peat,NA,NA,NA,0,none,none,0,none,none,0,none,none,Sun,12:24:00,1107,1267,15,19,10,0,1,15,0,10,0,0,0,20,55,15,Other moss-Sphagnum,-0.3579,0.3814,0.1147,6,11,8,25,0,0.01276491,0.037793599,0.018346891,0.0356,-0.28033,0.2526,17.5,11.0,50.5
RMB,2018,18-Mar,3/30/2018,Bog,B07,B0701,3,3,5,0,3,2,3,0,Decaying SPMA,Moss,4.5,17,E,0,none,none,0,none,none,1,3 to 5,6 to 12,Sun,16:59:00,555.9,767.6,6,6,18,0,1,40,0,1,0,0,0,70,0,5,Sphagnum,-0.3651,-0.2938,0.5492,8,7,0,15,0,0.020994215,0.083020859,0.07495745,1.1452,0.0876,-0.26663,2.0,1.0,25
RMB,2018,18-Mar,3/30/2018,Bog,B07,B0702,0,0,0,0,0,0,0,0,Peat,Peat,4.5,17,E,0,none,none,0,none,none,1,3 to 5,6 to 12,Sun,17:00:00,519.12,643.64,0,7,6,0,1,90,65,1,0,0,0,35,0,1,Organic soil-Sphagnum,-0.8984,-0.8659,0.3553,0,0,0,0,0,-0.008734698,0.006528919,0.028194423,0.8453,-0.47356,-0.97649,2.0,0.5,0
RMB,2018,18-Mar,3/30/2018,Bog,B07,B0703,0,0,0,0,0,0,0,0,Peat,Peat,4,14,NE,0,none,none,0,none,none,1,3 to 5,6 to 12,Sun,17:01:00,696.72,711.87,-12,19,0,1,1,75,60,1,0,0,0,10,1,1,Organic soil-Sphagnum,-0.6425,-1.1261,-0.3319,0,0,0,0,0,0.119055818,0.050286584,-0.055838428,0.6296,-0.75396,-1.03188,2.0,0.5,0.5
RMB,2018,18-Mar,3/30/2018,Bog,B07,B0704,0,0,0,0,0,0,0,0,Peat,Peat,3,10,E,0,none,none,1,3 to 5,1 to 2,1,3 to 5,6 to 12,Sun,17:04:00,439.79,500.86,-14,-4,-5,1,1,95,70,1,0,0,0,15,1,1,Organic soil,-0.8436,-1.1536,-0.0438,0,0,0,0,0,-0.080757109,-0.102397758,-0.008709843,0.6571,-0.69155,-1.08233,1.0,0.5,0
RMB,2018,18-Apr,4/5/2018,Bog,B08,B0801,13,13,13,0,13,13,0,0,Peat,Peat,0.5,0.5,S,1,1 to 2,3 to 5,0,none,none,1,3 to 5,1 to 2,OC,11:17:00,33.6,38.34,4,-4,7,0,1,45,1,1,0,0,0,100,0,0,Sphagnum,-0.8306,-0.4216,0.543,2,0,0,2,0,-0.004384485,0.006366301,0.006633884,1.1482,0.2951,-0.29776,18.5,16.5,0.5
RMB,2018,18-Apr,4/5/2018,Bog,B08,B0802,0,0,0,0,0,0,0,0,Peat,Peat,0.5,4,S,1,1 to 2,3 to 5,0,none,none,1,3 to 5,1 to 2,OC,11:19:00,34.14,36.06,-9,-5,-6,1,1,95,45,1,0,0,0,5,0,1,Organic soil-Sphagnum,-0.8271,-0.8641,-0.748,0,0,0,0,0,0.002539755,-0.020260085,-0.026916741,0.5569,-0.80094,-1.11043,6.5,5.0,0
RMB,2018,18-Apr,4/5/2018,Bog,B08,B0803,0,0,0,0,0,0,0,0,Peat,Peat,0.5,6,S,0,none,none,0,none,none,1,3 to 5,1 to 2,OC,11:41:00,38.08,46.41,-12,-11,-11,1,1,80,75,1,0,0,0,20,0,0,Organic soil,-1.0421,-0.6755,-0.2165,0,0,0,0,0,-0.052300415,-0.01860042,0.035235682,0.7302,-0.63285,-1.04178,10.5,10.0,0
RMB,2018,18-Apr,4/5/2018,Bog,B08,B0804,0,0,0,0,0,0,0,0,Peat,Peat,0.5,8,S,0,none,none,0,none,none,1,3 to 5,1 to 2,OC,11:42:00,40.25,43.48,4,3,-2,1,1,55,50,1,0,0,0,25,0,1,Organic soil-Sphagnum,-0.9001,-0.6438,-0.1548,2,0,0,2,0,-0.02823147,-0.046922453,-0.017155296,0.8423,-0.5557,-0.85776,12.5,11.0,0.5
RMB,2018,18-Apr,4/5/2018,Bog,B09,B0901,3,3,3,0,3,2,1,0,Peat,Peat,0.5,0,SE,1,less than 1,1 to 2,1,3 to 5,3 to 5,1,3 to 5,3 to 5,OC,12:50:00,82.56,131.29,-8,-5,4,1,1,40,30,25,0,0,0,35,0,1,Sphagnum-organic soil,-0.3568,0.1843,0.2333,11,17,4,32,0,-0.207931856,-0.126955477,0.109579899,0.8454,-0.17678,-0.72663,23.0,6.0,45
RMB,2018,18-Apr,4/5/2018,Bog,B09,B0902,1,1,1,0,1,1,0,0,Decaying SPMA,Moss,0.5,4,S,1,less than 1,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,OC,12:51:00,123.67,171.11,14,23,-5,1,1,5,5,1,0,0,0,95,1,0,Sphagnum,-0.6561,-0.2484,0.5736,32,11,2,45,0,-0.03243718,-0.011911735,0.049128966,1.1999,0.61369,0.00217,17.5,6.0,25
RMB,2018,18-Apr,4/5/2018,Bog,B09,B0903,0,0,0,0,0,0,0,0,Peat,Peat,0.5,6,S,0,none,none,1,less than 1,1 to 2,1,3 to 5,3 to 5,OC,13:29:00,184.41,223.37,-11,7,21,1,1,55,40,1,0,0,1,50,0,1,Sphagnum-organic soil,-0.5731,-0.5073,0.2191,14,4,0,18,0,0.141082927,0.103837718,-0.008641688,1.0095,-0.23561,-0.68607,11.5,5.0,10.5
RMB,2018,18-Apr,4/5/2018,Bog,B09,B0904,1,1,1,0,1,0,1,0,Decaying SPMA,Moss,0.5,8,S,0,none,none,1,less than 1,1 to 2,1,3 to 5,3 to 5,OC,13:31:00,164.93,191.73,10,8,18,0,1,1,0,1,0,0,0,100,0,0,Sphagnum,-0.4979,0.0392,0.4598,23,7,7,37,0,0.076905216,0.019374251,-0.026491651,1.2295,0.71147,0.07127,38.0,16.5,41
RMB,2017,17-Jan,1/16/2017,Bog Forest,BF01,BF0101,16,15,12,3,13,4,8,1,Peat,Peat,NA,NA,NA,1,1 to 2,1 to 2,1,1 to 2,NA,1,3 to 5,NA,"OC, Sun",11:12:00,131,375,19,20,38,0,1,5,0,5,0,0,1,10,30,70,Cush,-0.35,0.7807,0.1333,0,0,8,8,0,-0.112020789,-0.046665936,0.044444086,0.2976,-0.69511,0.7411,4.5,1.5,61
RMB,2017,17-Jan,1/16/2017,Bog Forest,BF01,BF0102,23,17,14,3,20,12,2,6,Mucky Peat,Mucky Peat,NA,NA,NA,1,1 to 2,6 to 12,1,1 to 2,NA,1,3 to 5,NA,"OC, Sun",13:05:00,415,943,28,37,4,0,1,45,0,1,0,0,1,25,15,0,Sphagnum-other moss,-0.1086,0.3695,0.3804,0,0,15,15,0,0.225418469,0.180637502,-0.05585229,0.6848,-0.5071,-0.41937,14.0,1.5,55.5
RMB,2017,17-Jan,1/16/2017,Bog Forest,BF01,BF0103,26,21,11,10,16,3,8,5,Mucky Peat,Mucky Peat,NA,NA,NA,1,1 to 2,6 to 12,1,1 to 2,NA,1,3 to 5,NA,"OC, Sun",14:34:00,295,798,3,24,-23,1,1,15,0,5,0,0,5,50,15,0,Sphagnum-other moss,-0.1475,0.2721,0.5677,0,0,8,8,0,0.092247077,0.120228862,0.019864989,0.824,0.15464,0.00375,23.5,1.5,60.5
RMB,2017,17-Jan,1/17/2017,Bog Forest,BF01,BF0104,30,20,9,11,19,1,8,10,Muck,Muck,NA,NA,NA,1,1 to 2,6 to 12,1,1 to 2,NA,1,3 to 5,NA,"OC, Sun",10:47:00,65,213,20,10,38,0,1,45,0,5,0,0,1,20,35,0,Other moss-Sphagnum,0.0253,0.3668,0.3372,0,0,2,2,0,-0.412265,-0.291087469,0.102872021,0.2839,-0.47039,-0.33499,19.0,2.0,65.5
RMB,2017,17-Jan,1/24/2017,Bog Forest,BF02,BF0201,7,7,6,1,6,5,1,0,Peat,Peat,NA,NA,NA,1,1 to 2,1 to 2,1,3 to 5,NA,1,3 to 5,NA,PS,14:07:00,479,804,22,15,30,0,1,5,0,15,0,0,1,85,10,0,Sphagnum,-0.2511,-0.241,0.5217,48,33,0,81,2,-0.134166866,-0.104044553,-0.168480423,0.8927,0.57068,0.17758,47.0,25.5,35.5
RMB,2017,17-Jan,1/24/2017,Bog Forest,BF02,BF0202,11,11,9,2,9,1,8,0,Peat,Peat,NA,NA,NA,1,1 to 2,1 to 2,1,3 to 5,NA,1,3 to 5,NA,PS,14:49:00,897,1197,16,11,13,0,1,15,0,5,1,10,5,20,75,0,Other moss,-0.16,-0.3608,-0.2709,6,22,0,28,2,0.169037655,0.099022405,-0.268099251,-0.2283,-0.03479,0.08211,96.5,55.5,20.5
RMB,2017,17-Jan,1/24/2017,Bog Forest,BF02,BF0203,22,21,20,1,21,11,9,1,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,3 to 5,1,3 to 5,NA,1,1 to 2,NA,PS,15:05:00,822,969,44,48,32,0,1,1,0,10,0,1,0,95,5,0,Sphagnum,-0.3854,-0.2689,0.662,71,21,0,92,2,0.13111703,0.007252032,-0.321948999,1.0415,0.66864,0.15773,24.0,16.5,20.5
RMB,2017,17-Jan,1/24/2017,Bog Forest,BF02,BF0204,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,1 to 2,1,1 to 2,NA,1,1 to 2,NA,PS,15:02:00,863,948,36,42,42,0,0,0,0,10,0,1,0,95,5,0,Sphagnum,-0.4499,-0.5639,0.7245,39,7,6,52,2,0.152256008,-0.002263408,-0.352603417,1.0467,0.68126,0.16481,28.5,26.5,20.5
RMB,2017,17-Jan,1/26/2017,Bog Forest,BF03,BF0301,8,8,4,4,4,1,3,0,Decaying SPMA,Moss,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",11:55:00,150,288,47,39,13,0,0,0,0,5,0,1,1,100,1,0,Sphagnum,-0.3715,-0.0448,0.6182,3,29,1,33,11,-0.213851071,-0.148945344,-0.118971448,1.1352,0.72127,0.09217,13.0,6.5,35.5
RMB,2017,17-Jan,1/26/2017,Bog Forest,BF03,BF0302,8,6,2,4,4,0,2,2,Decaying SPMA,Moss,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",12:53:00,242,398,71,60,46,0,0,0,0,15,0,1,1,100,1,0,Sphagnum,-0.3474,-0.1774,0.5578,2,5,12,19,11,-0.067190915,-0.073705565,-0.186204971,1.0453,0.74936,0.12449,23.0,6.5,26
RMB,2017,17-Jan,1/26/2017,Bog Forest,BF03,BF0303,4,2,1,1,3,0,1,2,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,3 to 5,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",14:23:00,106,209,48,44,44,0,0,0,0,20,0,1,1,100,1,0,Sphagnum,-0.2753,-0.1187,0.5928,0,16,4,20,11,-0.441393318,-0.371571046,-0.107432256,1.0155,0.77318,0.12718,38.5,11.5,36
RMB,2017,17-Jan,1/26/2017,Bog Forest,BF03,BF0304,2,1,1,0,2,0,1,1,Peat,Peat,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",13:03:00,821,1277,39,33,59,0,0,0,0,10,0,1,1,100,1,0,Sphagnum,-0.4158,-0.2257,0.4688,0,6,4,10,11,0.463336876,0.43260226,-0.210424937,1.0806,0.73061,0.11168,27.5,11.0,20.5
RMB,2017,17-Feb,2/1/2017,Bog Forest,BF04,BF0401,40,39,29,10,30,18,11,1,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,1 to 2,1,1 to 2,3 to 5,1,3 to 5,1 to 2,Sun,11:30:00,510,826,22,23,7,0,1,1,0,15,0,5,5,0,80,15,Other moss,-0.2704,0.3811,-0.7055,0,3,2,5,3,0.100591419,-0.110647246,-0.205773704,-0.5738,-0.11384,0.44212,51.5,15.5,20
RMB,2017,17-Feb,2/1/2017,Bog Forest,BF04,BF0402,23,23,19,4,19,0,19,0,Muck,Muck,NA,NA,NA,1,1 to 2,3 to 5,1,3 to 5,1 to 2,1,3 to 5,1 to 2,Sun,12:23:00,502,1229,29,22,7,0,1,1,0,5,0,65,1,0,100,0,Other moss-trunk,0.3762,0.6817,-0.433,0,7,2,9,3,0.09372496,0.061924589,-0.026335409,-0.8529,0.19578,-0.04204,4.5,1.5,20.5
RMB,2017,17-Feb,2/1/2017,Bog Forest,BF04,BF0403,8,7,6,1,7,0,6,1,Muck,Muck,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,Sun,13:35:00,113,1291,0,46,0,1,1,1,0,15,0,70,45,0,55,0,Trunk-other moss-Dicran,0.4964,0.5976,-0.7251,0,7,2,9,3,-0.630657167,-8.06E-05,0.642664224,-0.7172,0.53889,-0.28093,14.0,2.0,10
